Id,Building Class,Zoning Classification,Lot Frontage Length,Lot Area Square Feet,Road Type,Alley Access,Lot Shape,Land Contour,Utility Availability,Lot Configuration,Land Slope,Neighborhood Name,Primary Proximity Condition,Secondary Proximity Condition,Building Type,House Style,Overall Material Quality,Overall Condition Rating,Construction Year,Remodel Year,Roof Style,Roof Material,Primary Exterior Material,Secondary Exterior Material,Masonry Veneer Type,Masonry Veneer Area,Exterior Quality,Exterior Condition,Foundation Type,Basement Height Quality,Basement Condition,Basement Exposure Level,Basement Finish Type One,Basement Finished Area One,Basement Finish Type Two,Basement Finished Area Two,Basement Unfinished Area,Total Basement Area,Heating System,Heating Quality,Central Air Conditioning,Electrical System,First Floor Area,Second Floor Area,Low Quality Finished Area,Above Ground Living Area,Basement Full Bathrooms,Basement Half Bathrooms,Full Bathrooms,Half Bathrooms,Bedrooms Above Ground,Kitchens Above Ground,Kitchen Quality,Total Rooms Above Ground,Home Functionality,Number of Fireplaces,Fireplace Quality,Garage Type,Garage Construction Year,Garage Finish Level,Garage Capacity Cars,Garage Area Square Feet,Garage Quality,Garage Condition,Driveway Paving,Wood Deck Area,Open Porch Area,Enclosed Porch Area,Three Season Porch Area,Screen Porch Area,Pool Area,Pool Quality,Fence Type,Miscellaneous Feature,Miscellaneous Value,Month Sold,Year Sold,Sale Type,Sale Condition,House Sale Price
1306,20,Residential Low Density,108.0,13173,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,Northridge Heights,Normal,Normal,Single Family Detached,One story,9,5,2006,2007,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,300.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,No Exposure,Good Living Quarters,1572,Unfinished,0,80,1652,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1652,0,0,1652,1,0,2,0,2,1,Excellent,6,Typical Functionality,2,Excellent,Attached to home,2006.0,Finished,2,840,Typical Average,Typical Average,Yes,404,102,0,0,0,0,,,,0,11,2009,Warranty Deed - Conventional,Normal Sale,325000
1307,120,Residential Low Density,48.0,6955,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,7,5,2005,2006,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,94.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1368,1368,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1368,0,0,1368,0,0,2,0,2,1,Good,6,Typical Functionality,1,Good,Attached to home,2005.0,Rough Finished,2,474,Typical Average,Typical Average,Yes,132,35,0,0,0,0,,,,0,9,2006,Home just constructed and sold,Partial Sale,202500
1308,20,Residential Low Density,60.0,8072,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,5,5,1994,1995,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Good,Poured Concrete,Good,Good,No Exposure,Average Living Quarters,746,Unfinished,0,244,990,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,990,0,0,990,1,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Detached from home,2000.0,Unfinished,2,480,Typical Average,Typical Average,Yes,0,64,0,0,0,0,,,,0,5,2009,Warranty Deed - Conventional,Normal Sale,138000
1309,20,Residential Medium Density,100.0,12000,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Normal,Normal,Single Family Detached,One story,5,7,1948,2005,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Good Living Quarters,144,Average Living Quarters,608,172,924,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1122,0,0,1122,1,0,1,0,2,1,Good,6,Typical Functionality,0,,Attached to home,1948.0,Unfinished,2,528,Typical Average,Typical Average,Yes,0,36,0,0,0,0,,Good Wood,,0,5,2008,Warranty Deed - Conventional,Normal Sale,147000
1310,20,Residential Low Density,,7153,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer West,Normal,Normal,Single Family Detached,One story,6,5,1991,1991,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,Brick Face,88.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,No Exposure,Good Living Quarters,1200,Unfinished,0,78,1278,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1294,0,0,1294,1,0,2,0,3,1,Good,6,Typical Functionality,0,,Attached to home,1991.0,Rough Finished,2,496,Typical Average,Typical Average,Yes,112,51,0,0,0,0,,Good Wood,,0,6,2008,Warranty Deed - Conventional,Normal Sale,179200
1311,20,Residential Low Density,100.0,17500,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Crawford,Adjacent to positive off-site feature,Normal,Single Family Detached,One story,7,8,1959,2002,Gable,Standard Composite Shingle,Brick Face,Hardboard Siding,,0.0,Good,Good,Poured Concrete,Good,Typical Average,Average Exposure,Good Living Quarters,1406,Unfinished,0,496,1902,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1902,0,0,1902,1,0,2,0,3,1,Excellent,7,Typical Functionality,2,Typical Average,Attached to home,1959.0,Finished,2,567,Typical Average,Typical Average,Yes,0,207,162,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,335000
1312,20,Residential Low Density,68.0,8814,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,7,5,2005,2007,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,80.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,925,Unfinished,0,349,1274,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1274,0,0,1274,1,0,2,0,3,1,Good,6,Typical Functionality,0,,Attached to home,2005.0,Rough Finished,2,508,Typical Average,Typical Average,Yes,264,98,0,0,0,0,,,,0,1,2007,Home just constructed and sold,Partial Sale,203000
1313,60,Residential Low Density,,9572,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Northridge,Normal,Normal,Single Family Detached,Two story,8,5,1990,1990,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,Brick Face,336.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,No Exposure,Good Living Quarters,482,Unfinished,0,971,1453,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1453,1357,0,2810,0,0,2,1,4,1,Good,9,Typical Functionality,1,Excellent,Attached to home,1990.0,Rough Finished,2,750,Good,Good,Yes,500,0,0,0,0,0,,,,0,6,2007,Warranty Deed - Conventional,Normal Sale,302000
1314,60,Residential Low Density,108.0,14774,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,Northridge,Normal,Normal,Single Family Detached,Two story,9,5,1999,1999,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,165.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1393,1393,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1422,1177,0,2599,0,0,2,1,4,1,Good,10,Typical Functionality,1,Typical Average,Built-In (part of house),1999.0,Finished,3,779,Typical Average,Typical Average,Yes,668,30,0,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,333168
1315,20,Residential Low Density,60.0,8190,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Edwards,Normal,Normal,Single Family Detached,One story,4,6,1954,1954,Hip,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Rec Room,732,Unfinished,0,216,948,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,948,0,0,948,1,0,1,0,3,1,Typical Average,5,Typical Functionality,1,Typical Average,Detached from home,1956.0,Unfinished,1,280,Typical Average,Typical Average,Yes,0,36,0,0,0,0,,,,0,10,2007,Warranty Deed - Conventional,Normal Sale,119000
1316,60,Residential Low Density,85.0,11075,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,Two story,6,5,1969,1969,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,0.0,Typical Average,Typical Average,Cinder Block,Fair,Typical Average,Minimum Exposure,Average Living Quarters,500,Low Quality,276,176,952,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1092,1020,0,2112,0,0,2,1,4,1,Typical Average,9,Typical Functionality,2,Good,Attached to home,1969.0,Unfinished,2,576,Typical Average,Typical Average,Yes,280,0,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,206900
1317,20,Residential Low Density,61.0,10226,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,8,5,2008,2008,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,270.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,Good,Unfinished,0,Unfinished,0,1622,1622,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1630,0,0,1630,1,0,2,0,3,1,Excellent,8,Typical Functionality,1,Good,Attached to home,2008.0,Rough Finished,3,860,Typical Average,Typical Average,Yes,172,42,0,0,0,0,,,,0,1,2009,Warranty Deed - Conventional,Normal Sale,295493
1318,120,Floating Village Residential,47.0,4230,Paved Road,Paved Road,Regular,Level,All Public Utilities,Corner,Gentle Slope,Somerset,Normal,Normal,Townhouse End Unit,One story,7,5,2006,2007,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Excellent,Good,No Exposure,Unfinished,0,Unfinished,0,1352,1352,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1352,0,0,1352,0,0,2,0,2,1,Good,5,Typical Functionality,1,Good,Attached to home,2006.0,Rough Finished,2,466,Typical Average,Typical Average,Yes,0,241,0,0,0,0,,,,0,4,2007,Home just constructed and sold,Partial Sale,208900
1319,20,Residential Low Density,,14781,Paved Road,,Moderately Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,8,5,2001,2002,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,178.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Good,Unfinished,0,Unfinished,0,1753,1753,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1787,0,0,1787,0,0,2,0,3,1,Good,7,Typical Functionality,1,Typical Average,Attached to home,2001.0,Rough Finished,3,748,Typical Average,Typical Average,Yes,198,150,0,0,0,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,275000
1320,20,Residential Low Density,75.0,10215,Paved Road,,Regular,Banked,All Public Utilities,Inside,Gentle Slope,Edwards,Normal,Normal,Single Family Detached,One story,4,5,1954,1954,Hip,Standard Composite Shingle,Wood Siding,Wood Siding,Brick Face,132.0,Typical Average,Typical Average,Poured Concrete,Typical Average,Typical Average,No Exposure,Average Living Quarters,492,Unfinished,0,372,864,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,948,0,0,948,0,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Attached to home,1954.0,Unfinished,1,248,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,2,2007,Warranty Deed - Conventional,Normal Sale,111000
1321,20,Residential Low Density,70.0,8400,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,6,3,1957,1957,Hip,Standard Composite Shingle,Brick Face,Brick Face,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Living Quarters,189,Average Rec Room,661,628,1478,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1478,0,0,1478,1,0,1,1,3,1,Typical Average,6,Typical Functionality,2,Good,Attached to home,1957.0,Rough Finished,2,442,Typical Average,Typical Average,Yes,114,0,0,0,216,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,156500
1322,20,Residential Low Density,,6627,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,Brookside,Adjacent to feeder street,Normal,Single Family Detached,One story,3,6,1949,1950,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Cinder Block,,,,,0,,0,0,0,Floor,Typical Average,No,Standard Circuit Breakers & Romex,720,0,0,720,0,0,1,0,2,1,Typical Average,4,Typical Functionality,0,,Detached from home,1955.0,Unfinished,1,287,Typical Average,Fair,Yes,0,0,0,0,0,0,,,,0,7,2008,Warranty Deed - Conventional,Normal Sale,72500
1323,60,Residential Low Density,107.0,10186,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Northridge,Normal,Normal,Single Family Detached,Two story,7,5,1992,1992,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,674,Unfinished,0,76,750,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1061,862,0,1923,1,0,2,1,3,1,Good,8,Typical Functionality,1,Typical Average,Attached to home,1992.0,Rough Finished,2,564,Typical Average,Typical Average,Yes,240,39,0,0,0,0,,,,0,6,2010,Warranty Deed - Conventional,Normal Sale,190000
1324,30,Residential Low Density,50.0,5330,Paved Road,,Regular,HillSide,All Public Utilities,Inside,Gentle Slope,Brookside,Normal,Normal,Single Family Detached,One story,4,7,1940,1950,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Fair,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Low Quality,280,Unfinished,0,140,420,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,708,0,0,708,0,0,1,0,2,1,Fair,5,Typical Functionality,0,,,,,0,0,,,Yes,164,0,0,0,0,0,,,,0,12,2009,Warranty Deed - Conventional,Normal Sale,82500
1325,20,Residential Low Density,75.0,9986,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Single Family Detached,One story,8,5,2006,2007,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,428.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,Average Exposure,Unfinished,0,Unfinished,0,1795,1795,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1795,0,0,1795,0,0,2,0,2,1,Good,7,Typical Functionality,1,Good,Attached to home,2007.0,Rough Finished,3,895,Typical Average,Typical Average,Yes,0,49,0,0,0,0,,,,0,2,2007,Home just constructed and sold,Partial Sale,147000
1326,30,Residential Medium Density,40.0,3636,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Iowa DOT and Rail Road,Normal,Normal,Single Family Detached,One story,4,4,1922,1950,Gable,Standard Composite Shingle,AsbShng,AsbShng,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Fair,No Exposure,Unfinished,0,Unfinished,0,796,796,Gas forced warm air furnace,Fair,No,Standard Circuit Breakers & Romex,796,0,0,796,0,0,1,0,2,1,Typical Average,5,Typical Functionality,0,,,,,0,0,,,No,0,0,100,0,0,0,,Minimum Privacy,,0,1,2008,Warranty Deed - Conventional,Normal Sale,55000
1327,30,Residential High Density,70.0,4270,Paved Road,,Regular,Banked,All Public Utilities,Inside,Moderate Slope,Edwards,Normal,Normal,Single Family Detached,One story,3,6,1931,2006,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Average Rec Room,544,Unfinished,0,0,544,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,774,0,0,774,0,0,1,0,3,1,Good,6,Typical Functionality,0,,,,,0,0,,,Yes,0,0,286,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,79000
1328,20,Residential Low Density,60.0,6600,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Mitchell,Normal,Normal,Single Family Detached,One story,5,9,1982,2008,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Good,Cinder Block,Typical Average,Typical Average,No Exposure,Average Living Quarters,641,Unfinished,0,175,816,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,816,0,0,816,0,1,1,0,3,1,Good,5,Typical Functionality,1,Excellent,Attached to home,1982.0,Unfinished,1,264,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,Minimum Privacy,,0,10,2008,Warranty Deed - Conventional,Normal Sale,130500
1329,50,Residential Medium Density,60.0,10440,Paved Road,Gravel Road,Regular,Level,All Public Utilities,Corner,Gentle Slope,Old Town,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,6,7,1920,1950,Gable,Standard Composite Shingle,Brick Face,Wood Siding,,0.0,Good,Good,Brick Tile,Good,Typical Average,No Exposure,Low Quality,493,Unfinished,0,1017,1510,Gas hot water or steam heat,Excellent,Yes,Standard Circuit Breakers & Romex,1584,1208,0,2792,0,0,2,0,5,1,Typical Average,8,Moderate Slope,2,Typical Average,Detached from home,1920.0,Unfinished,2,520,Fair,Typical Average,Yes,0,547,0,0,480,0,,Minimum Privacy,Shed (over 100 SF),1150,6,2008,Warranty Deed - Conventional,Normal Sale,256000
1330,60,Residential Low Density,63.0,9084,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Gilbert,Normal,Normal,Single Family Detached,Two story,7,5,1998,1998,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,935,935,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,955,677,0,1632,0,0,2,1,3,1,Typical Average,8,Typical Functionality,1,Typical Average,Attached to home,1998.0,Finished,2,462,Typical Average,Typical Average,Yes,0,28,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,176500
1331,20,Residential Low Density,85.0,10000,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Single Family Detached,One story,8,5,2006,2006,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,410.0,Good,Typical Average,Poured Concrete,Good,Good,Average Exposure,Unfinished,0,Unfinished,0,1588,1588,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1588,0,0,1588,0,0,2,0,3,1,Good,7,Typical Functionality,1,Good,Attached to home,2006.0,Rough Finished,3,825,Typical Average,Typical Average,Yes,144,45,0,0,0,0,,,,0,12,2007,Warranty Deed - Conventional,Normal Sale,227000
1332,80,Residential Low Density,55.0,10780,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,Split Level,5,5,1976,1976,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Average Exposure,Average Living Quarters,483,Unfinished,0,428,911,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,954,0,0,954,0,0,1,0,3,1,Typical Average,6,Typical Functionality,0,,Detached from home,1976.0,Unfinished,2,576,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,132500
1333,20,Residential Low Density,67.0,8877,Paved Road,,Regular,Level,All Public Utilities,Inside,Moderate Slope,Edwards,Normal,Normal,Single Family Detached,One story,4,6,1938,1958,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Minimum Exposure,Average Living Quarters,690,Unfinished,0,126,816,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,816,0,0,816,1,0,1,0,2,1,Typical Average,3,Typical Functionality,1,Good,Detached from home,1958.0,Unfinished,1,288,Fair,Fair,Yes,0,0,0,0,0,0,,,,0,5,2009,Warranty Deed - Conventional,Normal Sale,100000
1334,50,Residential Medium Density,60.0,7200,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,Iowa DOT and Rail Road,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,5,6,1938,1995,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,803,803,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,803,557,0,1360,0,0,1,1,2,1,Good,6,Typical Functionality,0,,Detached from home,1951.0,Unfinished,1,297,Typical Average,Typical Average,Yes,0,65,190,0,0,0,,Minimum Privacy,,0,7,2006,Warranty Deed - Conventional,Normal Sale,125500
1335,160,Residential Medium Density,24.0,2368,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Briardale,Normal,Normal,Townhouse End Unit,Two story,5,6,1970,1970,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,312.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Low Quality,765,Unfinished,0,0,765,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,765,600,0,1365,0,0,1,1,3,1,Typical Average,7,Minor Deductions One,0,,Attached to home,1970.0,Unfinished,2,440,Typical Average,Typical Average,Yes,0,36,0,0,0,0,,,,0,5,2009,Warranty Deed - Conventional,Normal Sale,125000
1336,20,Residential Low Density,80.0,9650,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,NWAmes,Normal,Normal,Single Family Detached,One story,6,5,1977,1977,Gable,Standard Composite Shingle,Plywood,Plywood,Brick Face,360.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,No Exposure,Average Living Quarters,686,Unfinished,0,664,1350,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1334,0,0,1334,0,1,2,0,2,1,Typical Average,6,Typical Functionality,1,Typical Average,Attached to home,1977.0,Rough Finished,2,630,Typical Average,Typical Average,Yes,0,16,0,0,0,0,,,,0,4,2009,Warranty Deed - Conventional,Normal Sale,167900
1337,90,Residential Low Density,87.0,9246,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,NWAmes,Adjacent to feeder street,Normal,Duplex House,One story,5,5,1973,1973,Gable,Standard Composite Shingle,Plywood,Plywood,Brick Face,564.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1656,1656,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1656,0,0,1656,0,0,2,0,4,2,Typical Average,8,Typical Functionality,0,,Detached from home,1973.0,Unfinished,2,506,Typical Average,Typical Average,Yes,0,211,0,0,0,0,,,,0,11,2008,Warranty Deed - Conventional,Normal Sale,135000
1338,30,Residential Medium Density,153.0,4118,Paved Road,Gravel Road,Slightly Irregular,Banked,All Public Utilities,Corner,Moderate Slope,Old Town,Adjacent to feeder street,Normal,Single Family Detached,One story,4,4,1941,1950,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,693,693,Gravity furnace,Fair,No,Fuse Box over 60 AMP (Average),693,0,0,693,0,0,1,0,2,1,Fair,4,Typical Functionality,0,,,,,0,0,,,No,0,20,0,0,0,0,,,,0,3,2006,Warranty Deed - Conventional,Normal Sale,52500
1339,60,Residential Low Density,95.0,13450,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,Two story,7,5,2002,2002,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,700,Unfinished,0,216,916,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,920,941,0,1861,1,0,2,1,3,1,Good,8,Typical Functionality,0,,Built-In (part of house),2002.0,Rough Finished,2,492,Typical Average,Typical Average,Yes,146,91,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,200000
1340,20,Residential Low Density,120.0,9560,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,5,7,1972,1972,Hip,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Good,Cinder Block,Typical Average,Typical Average,Minimum Exposure,Average Rec Room,360,Unfinished,0,504,864,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,864,0,0,864,0,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Attached to home,1972.0,Rough Finished,1,288,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,128500
1341,20,Residential Low Density,70.0,8294,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,4,5,1971,1971,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,858,858,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,872,0,0,872,0,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Detached from home,1974.0,Unfinished,4,480,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,Good Wood,,0,6,2007,Warranty Deed - Conventional,Normal Sale,123000
1342,20,Residential Low Density,66.0,13695,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer West,Adjacent to East-West Railroad,Normal,Single Family Detached,One story,6,5,2003,2004,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,814,Unfinished,0,300,1114,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1114,0,0,1114,1,0,1,0,3,1,Good,6,Typical Functionality,0,,Detached from home,2004.0,Unfinished,2,576,Typical Average,Typical Average,Yes,0,78,0,0,0,0,,,,0,7,2008,Warranty Deed - Conventional,Normal Sale,155000
1343,60,Residential Low Density,,9375,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,Two story,8,5,2002,2002,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,149.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1284,1284,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1284,885,0,2169,0,0,2,1,3,1,Good,7,Typical Functionality,1,Good,Attached to home,2002.0,Rough Finished,2,647,Typical Average,Typical Average,Yes,192,87,0,0,0,0,,,,0,8,2007,Warranty Deed - Conventional,Normal Sale,228500
